Company_Name,% of Market Value,Sector,Market Allocation,Market Value,Shares,Ticker
Woodward Inc.,0.01%,Machinery: Industrial,US,"$822,816.60 ","6,325",WWD
Zurn Elkay Water Solutions Corp.,0.01%,Machinery: Industrial,US,"$436,477.32 ","14,949",ZWS
Berkshire Grey Inc.,0.00%,Machinery: Industrial,US,"$11,855.42 ","6,387",BGRY
Broadwind Inc.,0.00%,Machinery: Industrial,US,"$15,787.35 ","2,349",BWEN
EnPro Industries Inc.,0.00%,Machinery: Industrial,US,"$281,518.40 ","2,204",NPO
Gencor Industries Inc.,0.00%,Machinery: Industrial,US,"$20,266.64 ","1,133",GENC
Graham Corp.,0.00%,Machinery: Industrial,US,"$22,438.16 ","1,287",GHM
Mayville Engineering Co. Inc.,0.00%,Machinery: Industrial,US,"$14,534.52 ",887,MEC
Sono-Tek Corp.,0.00%,Machinery: Industrial,US,"$3,966.30 ",537,SOTK
Albany International Corp.,0.01%,Machinery: Specialty,US,"$408,884.70 ","3,309",AIN
Babcock & Wilcox Enterprises Inc.,0.00%,Machinery: Specialty,US,"$52,947.35 ","6,283",BW
Desktop Metal Inc.,0.00%,Machinery: Specialty,US,"$74,675.16 ","25,053",DM
Stanley Black & Decker Inc.,0.03%,Machinery: Tools,US,"$1,832,328.53 ","15,664",SWK
Lincoln Electric Holdings Inc.,0.02%,Machinery: Tools,US,"$1,384,785.24 ","6,091",LECO
P&F Industries Inc.,0.00%,Machinery: Tools,US,$465.41 ,67,PFIN
Kirby Corp.,0.01%,Marine Transportation,US,"$618,233.59 ","6,352",KEX
Overseas Shipholding Group Inc.,0.00%,Marine Transportation,US,"$29,966.12 ","5,760",OSG
Trade Desk Inc.,0.07%,Media Agencies,US,"$4,123,600.62 ","47,305",TTD
Omnicom Group Inc.,0.04%,Media Agencies,US,"$2,636,644.17 ","21,487",OMC
Endeavor Group Holdings Inc.,0.01%,Media Agencies,US,"$484,495.72 ","13,871",EDR
Boston Omaha Corp.,0.00%,Media Agencies,US,"$63,338.28 ","2,285",BOC
Cardlytics Inc.,0.00%,Media Agencies,US,"$29,822.29 ","3,392",CDLX
Dolphin Entertainment Inc.,0.00%,Media Agencies,US,"$1,968.75 ",781,DLPN
Fluent Inc.,0.00%,Media Agencies,US,"$3,453.39 ","3,444",FLNT
Focus Universal Inc.,0.00%,Media Agencies,US,"$9,132.72 ","3,165",FCUV
IDW Media Holdings Inc.,0.00%,Media Agencies,US,$81.19 ,146,IDW
Marchex Inc.,0.00%,Media Agencies,US,"$4,719.83 ","1,863",MCHX
QuinStreet Inc.,0.00%,Media Agencies,US,"$77,431.22 ","5,144",QNST
Quotient Technology Inc.,0.00%,Media Agencies,US,"$31,795.99 ","8,322",QUOT
SRAX Inc.,0.00%,Media Agencies,US,$411.39 ,595,SRAX
Stran & Co. Inc.,0.00%,Media Agencies,US,$678.10 ,331,SWAG
Thryv Holdings Inc.,0.00%,Media Agencies,US,"$86,431.77 ","2,840",THRY
Viad Corp.,0.00%,Media Agencies,US,"$50,786.10 ","1,970",VVI
Thermo Fisher Scientific Inc.,0.52%,Medical Equipment,US,"$30,690,641.30 ","40,823",TMO
Medtronic plc,0.29%,Medical Equipment,IE,"$17,363,264.08 ","140,909",MDT
Intuitive Surgical Inc.,0.26%,Medical Equipment,US,"$15,147,127.32 ","37,115",ISRG
Boston Scientific Corp.,0.18%,Medical Equipment,US,"$10,727,484.44 ","151,916",BSX
IDEXX Laboratories Inc.,0.10%,Medical Equipment,US,"$5,852,793.52 ","8,777",IDXX
GE HealthCare Technologies Inc.,0.07%,Medical Equipment,US,"$4,237,434.97 ","38,451",GEHC
Zimmer Biomet Holdings Inc.,0.07%,Medical Equipment,US,"$4,169,944.68 ","22,232",ZBH
Baxter International Inc.,0.06%,Medical Equipment,US,"$3,451,989.90 ","53,437",BAX
Hologic Inc.,0.05%,Medical Equipment,US,"$3,042,395.33 ","26,108",HOLX
STERIS plc,0.05%,Medical Equipment,IE,"$2,684,697.07 ","10,509",STE
Penumbra Inc.,0.03%,Medical Equipment,US,"$1,476,760.70 ","3,836",PEN
Bruker Corp.,0.02%,Medical Equipment,US,"$1,167,560.12 ","10,890",BRKR
Masimo Corp.,0.02%,Medical Equipment,US,"$1,282,766.23 ","5,006",MASI
Integer Holdings Corp.,0.01%,Medical Equipment,US,"$390,507.24 ","3,500",ITGR
Lantheus Holdings Inc.,0.01%,Medical Equipment,US,"$827,730.52 ","7,150",LNTH
Merit Medical Systems Inc.,0.01%,Medical Equipment,US,"$663,081.87 ","6,021",MMSI
NuVasive Inc.,0.01%,Medical Equipment,US,"$322,542.31 ","5,531",NUVA
908 Devices Inc.,0.00%,Medical Equipment,US,"$25,342.23 ","2,767",MASS
Accuray Inc.,0.00%,Medical Equipment,US,"$48,149.53 ","10,640",ARAY
AdaptHealth Corp.,0.00%,Medical Equipment,US,"$128,259.68 ","7,969",AHCO
Akoya Biosciences Inc.,0.00%,Medical Equipment,US,"$18,574.04 ","1,970",AKYA
Alphatec Holdings Inc.,0.00%,Medical Equipment,US,"$117,661.40 ","6,014",ATEC
Asensus Surgical Inc.,0.00%,Medical Equipment,US,"$22,858.82 ","26,362",ASXC
AtriCure Inc.,0.00%,Medical Equipment,US,"$281,764.37 ","4,728",ATRC
BioLife Solutions Inc.,0.00%,Medical Equipment,US,"$95,143.29 ","3,999",BLFS
Bionano Genomics Inc.,0.00%,Medical Equipment,US,"$28,266.78 ","30,329",BNGO
BioSig Technologies Inc.,0.00%,Medical Equipment,US,"$5,550.38 ","3,331",BSGM
Bioventus Inc.,0.00%,Medical Equipment,US,"$3,140.87 ","2,295",BVS
Conformis Inc.,0.00%,Medical Equipment,US,"$1,251.16 ",604,CFMS
Cutera Inc.,0.00%,Medical Equipment,US,"$57,187.21 ","1,851",CUTR
Daxor Corp.,0.00%,Medical Equipment,US,"$2,401.87 ",161,DXR
Delcath Systems Inc.,0.00%,Medical Equipment,US,"$6,776.47 ",870,DCTH
enVVeno Medical Corp.,0.00%,Medical Equipment,US,"$4,038.26 ",740,NVNO
HeartBeam inc,0.00%,Medical Equipment,US,$808.02 ,264,BEAT
iCAD Inc.,0.00%,Medical Equipment,US,"$4,654.70 ","2,369",ICAD
iRadimed Corp.,0.00%,Medical Equipment,US,"$39,217.54 ",695,IRMD
IRIDEX Corp.,0.00%,Medical Equipment,US,"$3,927.64 ","1,271",IRIX
KORU Medical Systems Inc.,0.00%,Medical Equipment,US,"$23,523.37 ","3,884",KRMD
LeMaitre Vascular Inc.,0.00%,Medical Equipment,US,"$146,069.88 ","1,997",LMAT
LENSAR Inc.,0.00%,Medical Equipment,US,"$3,736.61 ",964,LNSR
Movano Inc.,0.00%,Medical Equipment,US,"$2,597.42 ","1,917",MOVE
Nephros Inc.,0.00%,Medical Equipment,US,$669.53 ,348,NEPH
NeuroMetrix Inc.,0.00%,Medical Equipment,US,"$1,633.92 ",861,NURO
NeuroPace Inc.,0.00%,Medical Equipment,US,"$4,827.80 ",713,NPCE
Nevro Corp.,0.00%,Medical Equipment,US,"$141,458.78 ","3,567",NVRO
Paragon 28 Inc.,0.00%,Medical Equipment,US,"$84,284.59 ","3,377",FNA
PAVmed Inc.,0.00%,Medical Equipment,US,"$5,071.28 ","8,507",PAVM
Predictive Oncology Inc.,0.00%,Medical Equipment,US,$908.78 ,236,POAI
PROCEPT BioRobotics Corp.,0.00%,Medical Equipment,US,"$157,420.83 ","3,823",PRCT
Pulmonx Corp.,0.00%,Medical Equipment,US,"$55,796.81 ","3,505",LUNG
Quanterix Corp.,0.00%,Medical Equipment,US,"$59,891.39 ","3,497",QTRX
RxSight Inc.,0.00%,Medical Equipment,US,"$52,251.41 ","2,155",RXST
Sight Sciences Inc.,0.00%,Medical Equipment,US,"$38,573.13 ","2,944",SGHT
Silk Road Medical Inc.,0.00%,Medical Equipment,US,"$226,835.77 ","3,803",SILK
Stereotaxis Inc.,0.00%,Medical Equipment,US,"$11,146.98 ","4,956",STXS
T2 Biosystems Inc.,0.00%,Medical Equipment,US,$199.62 ,446,TTOO
Tactile Systems Technology Inc.,0.00%,Medical Equipment,US,"$59,095.84 ","2,393",TCMD
Talis Biomedical Corp.,0.00%,Medical Equipment,US,$619.99 ,934,TLIS
Treace Medical Concepts Inc.,0.00%,Medical Equipment,US,"$148,797.94 ","4,485",TMCI
Venus Concept Inc.,0.00%,Medical Equipment,US,$719.21 ,"2,812",VERO
Zimvie Inc.,0.00%,Medical Equipment,US,"$33,684.94 ","3,021",ZIMV
Zynex Inc.,0.00%,Medical Equipment,US,"$38,717.51 ","2,498",ZYXI
Quest Diagnostics Inc.,0.04%,Medical Services,US,"$2,220,968.05 ","11,809",DGX
Certara Inc.,0.01%,Medical Services,US,"$389,195.05 ","11,885",CERT
Exagen Inc.,0.00%,Medical Services,US,"$3,826.83 ","1,112",XGN
Fulgent Genetics Inc.,0.00%,Medical Services,US,"$82,434.26 ","2,058",FLGT
Inotiv Inc.,0.00%,Medical Services,US,"$18,442.57 ","2,457",NOTV
NeoGenomics Inc.,0.00%,Medical Services,US,"$252,502.29 ","12,748",NEO
OPKO Health Inc.,0.00%,Medical Services,US,"$86,403.02 ","43,383",OPK
Psychemedics Corp.,0.00%,Medical Services,US,"$4,162.98 ",564,PMD
Sera Prognostics Inc.,0.00%,Medical Services,US,"$9,068.27 ","1,998",SERA
SomaLogic Inc.,0.00%,Medical Services,US,"$53,749.29 ","14,168",SLGC
Tela Bio Inc.,0.00%,Medical Services,US,"$23,641.56 ","1,856",TELA
Becton Dickinson & Co.,0.18%,Medical Supplies,US,"$10,765,129.96 ","30,062",BDX.MX
Avantor Inc.,0.03%,Medical Supplies,US,"$1,790,204.19 ","67,830",AVTR
Henry Schein Inc.,0.03%,Medical Supplies,US,"$1,522,543.70 ","13,906",HSIC
Teleflex Inc.,0.03%,Medical Supplies,US,"$1,836,990.87 ","4,975",TFX
DENTSPLY SIRONA Inc.,0.02%,Medical Supplies,US,"$1,293,758.64 ","22,774",XRAY
CONMED Corp.,0.01%,Medical Supplies,US,"$551,578.44 ","3,242",CNMD
ICU Medical Inc.,0.01%,Medical Supplies,US,"$619,662.80 ","2,418",ICUI
Patterson Cos. Inc.,0.01%,Medical Supplies,US,"$342,688.82 ","9,330",PD2.F
AngioDynamics Inc.,0.00%,Medical Supplies,US,"$42,793.72 ","3,796",ANGO
Axogen Inc.,0.00%,Medical Supplies,US,"$57,296.78 ","4,688",AXGN
Biomerica Inc.,0.00%,Medical Supplies,US,"$2,446.44 ","1,358",BMRA
Cerus Corp.,0.00%,Medical Supplies,US,"$54,070.66 ","17,277",CERS
Embecta Corp.,0.00%,Medical Supplies,US,"$228,256.51 ","6,071",EMBC
Lucid Diagnostics Inc.,0.00%,Medical Supplies,US,"$1,943.21 ",976,LUCD
Organogenesis Holdings Inc.,0.00%,Medical Supplies,US,"$17,835.36 ","6,422",ORGO
Retractable Technologies Inc.,0.00%,Medical Supplies,US,"$3,540.72 ","1,502",RVP
Sanara Medtech Inc.,0.00%,Medical Supplies,US,"$13,553.13 ",238,SMTI
SmileDirectClub Inc.,0.00%,Medical Supplies,US,"$6,633.96 ","12,244",SDC
Sotera Health Co.,0.00%,Medical Supplies,US,"$239,339.00 ","10,534",SHC
Surmodics Inc.,0.00%,Medical Supplies,US,"$44,833.63 ","1,436",SRDX
Utah Medical Products Inc.,0.00%,Medical Supplies,US,"$42,450.51 ",330,UTMD
Vivani Medical Inc.,0.00%,Medical Supplies,US,"$1,279.86 ",851,VANI
Fastenal Co.,0.07%,Metal Fabricating,US,"$4,413,182.20 ","60,500",FAST
RBC Bearings Inc.,0.02%,Metal Fabricating,US,"$945,666.66 ","3,075",RBC
Timken Co.,0.01%,Metal Fabricating,US,"$716,995.24 ","6,886",TKR
Chicago Rivet & Machine Co.,0.00%,Metal Fabricating,US,"$3,930.05 ",97,CVR
GrafTech International Ltd.,0.00%,Metal Fabricating,US,"$130,166.31 ","20,398",EAF
Omega Flex Inc.,0.00%,Metal Fabricating,US,"$44,850.97 ",301,OFLX
Radian Group Inc.,0.01%,Mortgage Finance,US,"$547,533.23 ","16,651",RDN
Federal Agricultural Mortgage Corp.,0.00%,Mortgage Finance,US,"$164,463.21 ",911,AGM
Federal Agricultural Mortgage Corp.,0.00%,Mortgage Finance,US,"$12,866.53 ",86,AGM
Guild Holdings Co.,0.00%,Mortgage Finance,US,"$12,608.61 ",929,GHLD
Ocwen Financial Corp.,0.00%,Mortgage Finance,US,"$26,815.85 ",687,OCN
PennyMac Financial Services Inc.,0.00%,Mortgage Finance,US,"$202,260.68 ","2,389",PFSI
UWM Holdings Corp.,0.00%,Mortgage Finance,US,"$63,737.23 ","7,841",UWMC
Velocity Financial Inc.,0.00%,Mortgage Finance,US,"$9,496.91 ",769,VEL
Blackstone Mortgage Trust Inc.,0.01%,Mortgage REITs: Commercial,US,"$433,941.50 ","17,560",BXMT
Apollo Commercial Real Estate Finance Inc.,0.00%,Mortgage REITs: Commercial,US,"$203,105.33 ","14,813",ARI
BrightSpire Capital Inc.,0.00%,Mortgage REITs: Commercial,US,"$99,042.62 ","12,825",BRSP
CBL & Associates Properties Inc.,0.00%,Mortgage REITs: Commercial,US,"$78,245.66 ","2,497",CBL
Claros Mortgage Trust Inc.,0.00%,Mortgage REITs: Commercial,US,"$198,841.36 ","12,271",CMTG
Granite Point Mortgage Trust Inc.,0.00%,Mortgage REITs: Commercial,US,"$32,873.17 ","5,428",GPMT
Nexpoint Real Estate Finance Inc.,0.00%,Mortgage REITs: Commercial,US,"$15,520.47 ",823,NREF
TPG RE Finance Trust Inc.,0.00%,Mortgage REITs: Commercial,US,"$59,828.05 ","6,193",TRTX
ACRES Commercial Realty Corp.,0.00%,Mortgage REITs: Diversified,US,"$10,015.68 ",836,ACR
AG Mortgage Investment Trust Inc.,0.00%,Mortgage REITs: Diversified,US,"$15,952.90 ","2,122",MITT
Angel Oak Mortgage REIT Inc.,0.00%,Mortgage REITs: Diversified,US,"$7,732.59 ",738,AOMR
Great Ajax Corp.,0.00%,Mortgage REITs: Diversified,US,"$20,441.22 ","2,293",AJX
Invesco Mortgage Capital Inc.,0.00%,Mortgage REITs: Diversified,US,"$55,792.39 ","3,881",IVR
KKR Real Estate Finance Trust Inc.,0.00%,Mortgage REITs: Diversified,US,"$71,966.23 ","4,946",KREF
MFA Financial Inc.,0.00%,Mortgage REITs: Diversified,US,"$153,298.24 ","10,584",MFA
Redwood Trust Inc.,0.00%,Mortgage REITs: Diversified,US,"$101,510.69 ","11,931",RWT
Rithm Capital Corp.,0.01%,Mortgage REITs: Residential,US,"$557,010.67 ","50,383",RITM
Arbor Realty Trust Inc.,0.00%,Mortgage REITs: Residential,US,"$264,486.17 ","17,020",ABR
ARMOUR Residential REIT Inc.,0.00%,Mortgage REITs: Residential,US,"$150,660.21 ","21,804",ARR
Cherry Hill Mortgage Investment Corp.,0.00%,Mortgage REITs: Residential,US,"$16,301.75 ","2,176",CHMI
DigitalBridge Group Inc.,0.00%,Mortgage REITs: Residential,US,"$289,170.54 ","17,171",DBRG
Dynex Capital Inc.,0.00%,Mortgage REITs: Residential,US,"$94,415.87 ","5,876",DX
Orchid Island Capital Inc.,0.00%,Mortgage REITs: Residential,US,"$58,831.77 ","4,058",ORC
Avista Corp.,0.01%,Multi-Utilities,US,"$476,596.26 ","7,982",AVA
Church & Dwight Co. Inc.,0.06%,Nondurable Household Products,US,"$3,400,051.71 ","25,840",CHD
Clorox Co.,0.05%,Nondurable Household Products,US,"$2,935,464.85 ","13,082",CLX
Energizer Holdings Inc.,0.01%,Nondurable Household Products,US,"$342,937.38 ","7,572",ENR
WD-40 Co.,0.01%,Nondurable Household Products,US,"$370,420.15 ","1,436",WDFC
Oil-Dri Corp. of America,0.00%,Nondurable Household Products,US,"$31,824.38 ",554,ODC
Reynolds Consumer Products Inc.,0.00%,Nondurable Household Products,US,"$210,654.40 ","5,547",REYN
Ur-Energy Inc.,0.00%,Nonferrous Metals,CA,"$32,500.03 ","25,708",URG
Uranium Energy Corp.,0.00%,Nonferrous Metals,US,"$137,815.96 ","38,973",UEC
Cousins Properties Inc.,0.01%,Office REITs,US,"$474,874.50 ","16,071",CUZ
Highwoods Properties Inc.,0.01%,Office REITs,US,"$347,744.42 ","11,198",HIW
Kilroy Realty Corp.,0.01%,Office REITs,US,"$492,752.79 ","12,438",KRC
Vornado Realty Trust,0.01%,Office REITs,US,"$373,440.42 ","18,363",VNO
American Strategic Investment Co.,0.00%,Office REITs,US,"$2,240.94 ",168,NYC
Ares Commercial Real Estate Corp.,0.00%,Office REITs,US,"$60,518.24 ","5,188",ACRE
City Office REIT Inc.,0.00%,Office REITs,US,"$31,650.19 ","4,014",CIO
Easterly Government Properties Inc.,0.00%,Office REITs,US,"$183,879.29 ","9,646",DEA
Empire State Realty Trust Inc.,0.00%,Office REITs,US,"$142,359.78 ","17,197",ESRT
Franklin Street Properties Corp.,0.00%,Office REITs,US,"$14,776.93 ","9,402",FSP
Office Properties Income Trust,0.00%,Office REITs,US,"$47,446.19 ","5,371",OPI
Orion Office REIT Inc.,0.00%,Office REITs,US,"$51,362.94 ","6,174",ONL
SL Green Realty Corp.,0.00%,Office REITs,US,"$217,092.45 ","6,769",SLG
Hess Corp.,0.10%,Offshore Drilling and Other Services,US,"$5,778,586.26 ","29,402",HES
Transocean Ltd.,0.01%,Offshore Drilling and Other Services,CH,"$582,759.29 ","72,903",RIG
Diamond Offshore Drilling Inc.,0.00%,Offshore Drilling and Other Services,US,"$158,042.25 ","10,152",DO
SEACOR Marine Holdings Inc.,0.00%,Offshore Drilling and Other Services,US,"$28,311.91 ","2,506",SMHI
Schlumberger NV,0.17%,Oil Equipment and Services,CW,"$10,108,767.42 ","151,189",SLBP.XD
Baker Hughes Co.,0.07%,Oil Equipment and Services,US,"$4,243,628.03 ","107,120",BKR
Halliburton Co.,0.06%,Oil Equipment and Services,US,"$3,826,894.88 ","86,247",HAL
NOV Inc.,0.02%,Oil Equipment and Services,US,"$947,247.08 ","41,740",NVAX
ChampionX Corp.,0.01%,Oil Equipment and Services,US,"$769,585.67 ","20,976",CHX
Helmerich & Payne Inc.,0.01%,Oil Equipment and Services,US,"$449,205.56 ","9,999",HP
Tidewater Inc.,0.01%,Oil Equipment and Services,US,"$294,200.64 ","4,822",TDW
Tidewater Inc.,0.01%,Oil Equipment and Services,US,"$294,200.64 ","4,822",TDW
Archrock Inc.,0.00%,Oil Equipment and Services,US,"$217,970.71 ","15,635",AROC
Dawson Geophysical Co.,0.00%,Oil Equipment and Services,US,"$2,439.16 ",938,DWSN
DMC Global Inc.,0.00%,Oil Equipment and Services,US,"$46,725.28 ","1,821",BOOM
Flotek Industries Inc.,0.00%,Oil Equipment and Services,US,"$5,505.14 ","6,175",FTK
Helix Energy Solutions Group Inc.,0.00%,Oil Equipment and Services,US,"$149,540.92 ","15,224",HLX
Independence Contract Drilling Inc.,0.00%,Oil Equipment and Services,US,"$3,180.95 ",767,ICD
KLX Energy Services Holdings Inc.,0.00%,Oil Equipment and Services,US,"$16,027.00 ","1,186",KLXE
Mammoth Energy Services Inc.,0.00%,Oil Equipment and Services,US,"$5,258.27 ","1,052",TUSK
MRC Global Inc.,0.00%,Oil Equipment and Services,US,"$116,004.16 ","8,791",MRC
Newpark Resources Inc.,0.00%,Oil Equipment and Services,US,"$45,237.40 ","8,347",NR
NexTier Oilfield Solutions Inc.,0.00%,Oil Equipment and Services,US,"$230,768.16 ","21,080",NEX
Nine Energy Service Inc.,0.00%,Oil Equipment and Services,US,"$9,059.60 ","1,732",NINE
NOW Inc.,0.00%,Oil Equipment and Services,US,"$170,076.24 ","11,765",DNOW
ProFrac Holding Corp.,0.00%,Oil Equipment and Services,US,"$33,907.99 ","2,235",ACDC
ProPetro Holding Corp.,0.00%,Oil Equipment and Services,US,"$98,489.56 ","10,475",PUMP
Solaris Oilfield Infrastructure Inc.,0.00%,Oil Equipment and Services,US,"$33,178.14 ","3,189",SOI
Superior Drilling Products Inc.,0.00%,Oil Equipment and Services,US,"$1,194.29 ",881,SDPI
Tidewater Inc.,0.00%,Oil Equipment and Services,US,$22.45 ,30,TDW
Tidewater Inc.,0.00%,Oil Equipment and Services,US,$22.45 ,30,TDW
Tidewater Inc.,0.00%,Oil Equipment and Services,US,$11.03 ,33,TDW
Tidewater Inc.,0.00%,Oil Equipment and Services,US,$11.03 ,33,TDW
Marathon Petroleum Corp.,0.13%,Oil Refining and Marketing,US,"$7,798,185.13 ","47,178",MPC
Phillips 66,0.11%,Oil Refining and Marketing,US,"$6,589,839.17 ","49,130",PSX
HF SINCLAIR CORP,0.02%,Oil Refining and Marketing,US,"$953,725.05 ","15,959",DINO
PBF Energy Inc.,0.01%,Oil Refining and Marketing,US,"$579,283.68 ","12,265",PBF
Adams Resources & Energy Inc.,0.00%,Oil Refining and Marketing,US,"$5,494.88 ",106,AE
Atlas Energy Solutions Inc.,0.00%,Oil Refining and Marketing,US,"$44,836.44 ","1,834",AESI
Delek US Holdings Inc.,0.00%,Oil Refining and Marketing,US,"$216,495.09 ","7,347",DK
Stabilis Solutions Inc.,0.00%,Oil Refining and Marketing,US,"$2,534.61 ",579,SLNG
World Fuel Services Corp.,0.00%,Oil Refining and Marketing,US,"$198,891.44 ","6,210",INT
EOG Resources Inc.,0.17%,Oil: Crude Producers,US,"$10,077,662.17 ","62,260",EOG
Pioneer Natural Resources Co.,0.12%,Oil: Crude Producers,US,"$6,969,421.93 ","23,645",PXD
Occidental Petroleum Corp.,0.10%,Oil: Crude Producers,US,"$5,613,320.41 ","67,335",OXY
Diamondback Energy Inc.,0.06%,Oil: Crude Producers,US,"$3,743,897.64 ","19,433",FANG
Coterra Energy Inc.,0.05%,Oil: Crude Producers,US,"$2,750,747.57 ","79,308",CTRA
Marathon Oil Corp.,0.04%,Oil: Crude Producers,US,"$2,181,520.05 ","66,646",MRO
Chesapeake Energy Corp.,0.03%,Oil: Crude Producers,US,"$1,521,393.76 ","13,582",CHK
EQT Corp.,0.03%,Oil: Crude Producers,US,"$1,622,814.04 ","34,379",EQT
Ovintiv Inc.,0.02%,Oil: Crude Producers,US,"$1,286,489.05 ","26,318",OVV
Antero Resources Corp.,0.01%,Oil: Crude Producers,US,"$875,297.70 ","28,101",AR
California Resources Corp.,0.01%,Oil: Crude Producers,US,"$428,960.37 ","7,818",CRC
CNX Resources Corp.,0.01%,Oil: Crude Producers,US,"$364,067.32 ","17,303",CNX
Matador Resources Co.,0.01%,Oil: Crude Producers,US,"$796,480.29 ","11,990",MTDR
Murphy Oil Corp.,0.01%,Oil: Crude Producers,US,"$778,329.98 ","15,649",MUR
Permian Resources Corp.,0.01%,Oil: Crude Producers,US,"$301,799.55 ","21,316",PR
Range Resources Corp.,0.01%,Oil: Crude Producers,US,"$873,271.24 ","24,369",RRC
SM Energy Co.,0.01%,Oil: Crude Producers,US,"$490,620.45 ","12,896",SM
Amplify Energy Corp.,0.00%,Oil: Crude Producers,US,"$33,322.09 ","3,559",AMPY
Berry Corp.,0.00%,Oil: Crude Producers,US,"$67,551.35 ","6,526",BRY
Callon Petroleum Co.,0.00%,Oil: Crude Producers,US,"$293,109.81 ","6,528",CPE
Camber Energy Inc.,0.00%,Oil: Crude Producers,US,"$2,146.36 ","1,132",CEI
Comstock Resources Inc.,0.00%,Oil: Crude Producers,US,"$166,575.56 ","10,691",CRK
Empire Petroleum Corp.,0.00%,Oil: Crude Producers,US,"$11,941.83 ",812,EP
Evolution Petroleum Corp.,0.00%,Oil: Crude Producers,US,"$25,839.01 ","2,894",EPM
Gulfport Energy Corp.,0.00%,Oil: Crude Producers,US,"$138,466.82 ","1,130",GPOR
Mexco Energy Corp.,0.00%,Oil: Crude Producers,US,"$2,438.74 ",152,MXC
PEDEVCO Corp.,0.00%,Oil: Crude Producers,US,"$3,192.71 ","2,618",PED
PHX Minerals Inc.,0.00%,Oil: Crude Producers,US,"$12,636.17 ","3,442",PHX
PrimeEnergy Resources Corp.,0.00%,Oil: Crude Producers,US,"$7,609.55 ",65,PNRG
Riley Exploration Permian Inc.,0.00%,Oil: Crude Producers,US,"$24,423.70 ",429,REPX
SilverBow Resources Inc.,0.00%,Oil: Crude Producers,US,"$51,708.69 ","1,600",SBOW
Sitio Royalties Corp.,0.00%,Oil: Crude Producers,US,"$281,134.07 ","8,173",STR
VAALCO Energy Inc.,0.00%,Oil: Crude Producers,US,"$66,084.82 ","11,396",EGY
W&T Offshore Inc.,0.00%,Oil: Crude Producers,US,"$58,441.44 ","9,871",WTI
Blue Owl Capital Inc.,0.01%,Open End and Miscellaneous Investment Ve,US,"$719,914.25 ","47,190",OWL
Digital Realty Trust Inc.,0.07%,Other Specialty REITs,US,"$4,144,550.40 ","30,853",DLR
Lamar Advertising Co.,0.02%,Other Specialty REITs,US,"$1,322,421.44 ","9,236",LAMR
CorEnergy Infrastructure Trust Inc.,0.00%,Other Specialty REITs,US,"$1,410.99 ","1,001",CORR
